council_district,standardized_category,lat_bin_approx_100m,lon_bin_approx_100m,cluster_request_count,open_cluster_count,long_resolution_cluster_count,median_resolution_days
I,Solid Waste / Recycling,29.728,-95.283,3,0,0,6.959456018518519
I,Solid Waste / Recycling,29.729,-95.331,3,0,1,12.630694444444444
A,Traffic Signals / Lighting,29.812,-95.446,3,0,0,0.7243055555555555
A,Traffic Signals / Lighting,29.813,-95.631,3,1,0,1.3563657407407408
A,Traffic Signals / Lighting,29.813,-95.564,3,0,0,0.0163657407407407
A,Traffic Signals / Lighting,29.814,-95.454,3,0,0,0.0067939814814814
A,Traffic Signals / Lighting,29.817,-95.614,3,0,0,1.896516203703704
A,Traffic Signals / Lighting,29.817,-95.446,3,0,0,0.0086458333333333
A,Traffic Signals / Lighting,29.823,-95.545,3,0,0,0.0013194444444444
I,Solid Waste / Recycling,29.721,-95.296,3,1,2,35.2425462962963
I,Solid Waste / Recycling,29.722,-95.309,3,0,0,1.9866087962962964
I,Solid Waste / Recycling,29.716,-95.294,3,0,0,0.959699074074074
D,Sewer / Wastewater,29.644,-95.352,3,0,0,0.2330671296296296
C,Solid Waste / Recycling,29.74,-95.397,3,0,2,22.265208333333334
D,Road / Pothole / Bridge,29.749,-95.372,3,2,0,0.4482638888888889
D,Sewer / Wastewater,29.603,-95.205,3,0,2,19.05672453703704
D,Sewer / Wastewater,29.617,-95.377,3,0,0,0.0486226851851851
D,Sewer / Wastewater,29.624,-95.353,3,0,1,1.101875
D,Sewer / Wastewater,29.627,-95.416,3,2,0,0.1661458333333333
D,Sewer / Wastewater,29.631,-95.353,3,0,0,0.0604398148148148
D,Sewer / Wastewater,29.64,-95.369,3,0,1,0.9517361111111112
D,Road / Pothole / Bridge,29.702,-95.359,3,1,0,1.842320601851852
I,Solid Waste / Recycling,29.722,-95.278,3,1,1,42.91354166666667
I,Solid Waste / Recycling,29.723,-95.325,3,0,0,0.8508101851851851
I,Solid Waste / Recycling,29.723,-95.3,3,0,2,28.904988425925925
I,Solid Waste / Recycling,29.723,-95.298,3,0,1,3.058460648148148
I,Solid Waste / Recycling,29.723,-95.297,3,0,1,1.3021412037037037
I,Solid Waste / Recycling,29.724,-95.302,3,0,2,16.08646990740741
I,Solid Waste / Recycling,29.726,-95.33,3,0,2,42.86835648148149
I,Solid Waste / Recycling,29.727,-95.331,3,0,1,5.198101851851852
I,Solid Waste / Recycling,29.733,-95.314,3,0,1,42.70603009259259
I,Solid Waste / Recycling,29.733,-95.287,3,0,0,0.7657060185185185
I,Solid Waste / Recycling,29.734,-95.339,3,0,1,10.479224537037036
I,Solid Waste / Recycling,29.734,-95.329,3,0,1,3.0027314814814816
I,Solid Waste / Recycling,29.729,-95.328,3,0,2,35.821284722222224
I,Solid Waste / Recycling,29.729,-95.322,3,1,2,22.06908564814815
I,Solid Waste / Recycling,29.729,-95.298,3,1,0,1.4109837962962963
A,Traffic Signals / Lighting,29.8,-95.513,3,0,0,0.0073263888888888
A,Traffic Signals / Lighting,29.807,-95.468,3,1,0,0.3813483796296296
A,Traffic Signals / Lighting,29.811,-95.459,3,1,0,0.00112268518518515
A,Traffic Signals / Lighting,29.812,-95.537,3,0,0,0.8676273148148148
A,Traffic Signals / Lighting,29.812,-95.532,3,1,0,1.9950289351851853
I,Solid Waste / Recycling,29.729,-95.296,3,0,1,1.1939236111111111
I,Solid Waste / Recycling,29.73,-95.324,3,0,1,5.897858796296297
I,Solid Waste / Recycling,29.722,-95.296,3,0,1,19.99843171296296
D,Road / Pothole / Bridge,29.744,-95.367,3,0,0,1.0686921296296297
D,Road / Pothole / Bridge,29.711,-95.356,3,1,0,0.7126157407407407
D,Road / Pothole / Bridge,29.712,-95.356,3,1,0,0.3365798611111111
D,Road / Pothole / Bridge,29.713,-95.354,3,0,0,0.0102777777777777
D,Road / Pothole / Bridge,29.714,-95.355,3,0,0,2.077337962962963
D,Road / Pothole / Bridge,29.719,-95.352,3,0,0,0.6815162037037037
D,Road / Pothole / Bridge,29.723,-95.381,3,1,1,19.599525462962962
D,Road / Pothole / Bridge,29.724,-95.388,3,0,0,0.2429513888888889
D,Road / Pothole / Bridge,29.729,-95.36,3,0,0,1.1348842592592592
D,Road / Pothole / Bridge,29.73,-95.361,3,1,1,16.153130787037036
I,Solid Waste / Recycling,29.73,-95.294,3,1,0,7.7624305555555555
I,Solid Waste / Recycling,29.731,-95.283,3,1,1,10.29681712962963
I,Solid Waste / Recycling,29.732,-95.325,3,0,1,5.967372685185185
I,Solid Waste / Recycling,29.732,-95.321,3,0,2,24.011388888888888
I,Solid Waste / Recycling,29.732,-95.286,3,0,2,94.1048263888889
I,Solid Waste / Recycling,29.732,-95.283,3,1,2,47.54026041666667
I,Solid Waste / Recycling,29.733,-95.335,3,0,1,17.619502314814813
D,Road / Pothole / Bridge,29.661,-95.368,3,0,1,0.6832523148148149
D,Road / Pothole / Bridge,29.662,-95.366,3,0,2,15.794340277777778
D,Road / Pothole / Bridge,29.666,-95.337,3,0,0,0.7996296296296296
D,Road / Pothole / Bridge,29.674,-95.335,3,0,2,24.89023148148148
D,Road / Pothole / Bridge,29.683,-95.353,3,1,1,17.036203703703702
D,Road / Pothole / Bridge,29.69,-95.325,3,0,0,6.885706018518518
D,Road / Pothole / Bridge,29.698,-95.367,3,0,0,0.7022569444444444
D,Drainage / Flooding,29.673,-95.347,3,1,0,0.0024421296296296
A,Traffic Signals / Lighting,29.785,-95.468,3,0,0,3.282118055555556
A,Traffic Signals / Lighting,29.786,-95.543,3,0,0,0.7242824074074075
A,Traffic Signals / Lighting,29.789,-95.688,3,0,0,0.8188773148148148
A,Traffic Signals / Lighting,29.793,-95.58,3,0,0,0.0015277777777777
I,Solid Waste / Recycling,29.734,-95.284,3,0,1,22.47787615740741
I,Solid Waste / Recycling,29.735,-95.337,3,0,1,4.432708333333333
I,Solid Waste / Recycling,29.735,-95.323,3,0,1,10.62744212962963
D,Road / Pothole / Bridge,29.703,-95.365,3,1,0,2.129814814814815
I,Solid Waste / Recycling,29.735,-95.254,3,0,0,9.227164351851851
I,Solid Waste / Recycling,29.736,-95.299,3,0,1,5.998969907407408
I,Solid Waste / Recycling,29.736,-95.292,3,0,1,6.458310185185185
A,Solid Waste / Recycling,29.883,-95.474,3,1,0,0.41025462962962955
A,Solid Waste / Recycling,29.887,-95.498,3,0,1,8.86625
A,Solid Waste / Recycling,29.888,-95.488,3,0,1,19.671435185185185
A,Solid Waste / Recycling,29.889,-95.492,3,2,0,
A,Traffic Signals / Lighting,29.781,-95.456,3,1,0,1.7910011574074074
A,Traffic Signals / Lighting,29.784,-95.457,3,1,0,5.639606481481482
A,Traffic Signals / Lighting,29.784,-95.453,3,0,0,0.1464467592592592
I,Solid Waste / Recycling,29.737,-95.344,3,0,0,5.805393518518518
I,Solid Waste / Recycling,29.737,-95.336,3,0,0,1.5962962962962963
A,Traffic Signals / Lighting,29.785,-95.564,3,0,0,4.218576388888889
D,Road / Pothole / Bridge,29.642,-95.336,3,1,0,0.9096238425925925
D,Road / Pothole / Bridge,29.643,-95.408,3,0,0,5.950833333333334
D,Road / Pothole / Bridge,29.655,-95.36,3,0,1,0.1076504629629629
D,Drainage / Flooding,29.727,-95.356,3,1,0,
D,Road / Pothole / Bridge,29.602,-95.318,3,0,0,3.998680555555556
D,Road / Pothole / Bridge,29.608,-95.341,3,1,1,18.57575810185185
D,Road / Pothole / Bridge,29.611,-95.233,3,1,0,0.6146064814814814
D,Road / Pothole / Bridge,29.614,-95.388,3,1,1,10.971377314814815
D,Road / Pothole / Bridge,29.614,-95.38,3,0,0,8.064745370370371
D,Road / Pothole / Bridge,29.621,-95.222,3,0,0,1.589340277777778
D,Road / Pothole / Bridge,29.627,-95.344,3,0,1,3.691122685185185
D,Road / Pothole / Bridge,29.637,-95.339,3,0,0,0.9822569444444444
C,Water,29.823,-95.432,3,0,0,0.3978935185185185
I,Solid Waste / Recycling,29.738,-95.292,3,0,2,57.196226851851854
I,Solid Waste / Recycling,29.739,-95.345,3,0,3,69.17724537037037
I,Solid Waste / Recycling,29.739,-95.342,3,1,0,2.6203645833333336
I,Solid Waste / Recycling,29.739,-95.333,3,0,1,10.572488425925926
I,Solid Waste / Recycling,29.739,-95.332,3,0,2,25.812372685185185
A,Solid Waste / Recycling,29.876,-95.47,3,1,1,17.528072916666666
I,Solid Waste / Recycling,29.74,-95.303,3,1,1,21.758038194444445
I,Solid Waste / Recycling,29.74,-95.295,3,0,0,3.899861111111111
I,Solid Waste / Recycling,29.741,-95.339,3,0,2,14.064224537037036
I,Solid Waste / Recycling,29.741,-95.332,3,1,0,7.15644675925926
I,Solid Waste / Recycling,29.741,-95.304,3,0,0,7.875393518518519
A,Solid Waste / Recycling,29.877,-95.499,3,2,1,23.184085648148148
A,Solid Waste / Recycling,29.879,-95.505,3,2,0,
A,Solid Waste / Recycling,29.879,-95.498,3,0,2,15.023564814814817
A,Solid Waste / Recycling,29.88,-95.497,3,0,0,3.513101851851852
A,Solid Waste / Recycling,29.881,-95.5,3,1,1,8.878443287037037
I,Solid Waste / Recycling,29.739,-95.325,3,2,1,23.938738425925926
I,Solid Waste / Recycling,29.739,-95.302,3,1,1,15.045873842592595
I,Solid Waste / Recycling,29.739,-95.3,3,0,1,7.041747685185185
I,Solid Waste / Recycling,29.737,-95.299,3,0,1,2.915
D,Drainage / Flooding,29.677,-95.347,3,1,0,
D,Drainage / Flooding,29.722,-95.375,3,0,1,13.873460648148148
C,Water,29.825,-95.433,3,1,0,1.3115972222222223
C,Water,29.829,-95.431,3,0,0,0.0230787037037037
C,Water,29.842,-95.429,3,1,0,0.6693344907407407
D,Drainage / Flooding,29.65,-95.371,3,0,1,23.71193865740741
D,Drainage / Flooding,29.66,-95.362,3,0,1,6.6307175925925925
D,Drainage / Flooding,29.662,-95.37,3,0,1,5.782974537037037
D,Drainage / Flooding,29.665,-95.362,3,1,2,85.04101273148149
D,Drainage / Flooding,29.668,-95.367,3,0,1,7.880740740740741
D,Drainage / Flooding,29.668,-95.357,3,0,1,5.859791666666666
D,Drainage / Flooding,29.669,-95.365,3,0,1,7.815138888888889
C,Solid Waste / Recycling,29.741,-95.395,3,1,1,16.032118055555554
I,Solid Waste / Recycling,29.74,-95.346,3,0,1,0.255474537037037
I,Solid Waste / Recycling,29.74,-95.342,3,1,1,36.79583912037037
I,Solid Waste / Recycling,29.74,-95.337,3,0,0,4.629224537037037
I,Solid Waste / Recycling,29.74,-95.336,3,0,1,7.7890393518518515
I,Solid Waste / Recycling,29.74,-95.306,3,0,0,1.764849537037037
I,Solid Waste / Recycling,29.743,-95.349,3,0,0,0.8862268518518519
I,Solid Waste / Recycling,29.743,-95.337,3,0,2,14.619085648148149
I,Solid Waste / Recycling,29.741,-95.303,3,0,1,9.837314814814814
I,Solid Waste / Recycling,29.741,-95.302,3,0,0,3.592482638888889
I,Solid Waste / Recycling,29.741,-95.294,3,0,2,14.154166666666669
I,Solid Waste / Recycling,29.741,-95.263,3,0,0,9.28425925925926
I,Solid Waste / Recycling,29.741,-95.255,3,2,0,5.155960648148148
I,Solid Waste / Recycling,29.742,-95.336,3,1,0,2.03265625
I,Solid Waste / Recycling,29.742,-95.302,3,1,1,25.082459490740742
I,Solid Waste / Recycling,29.742,-95.259,3,2,1,36.76549768518519
A,Solid Waste / Recycling,29.871,-95.464,3,0,0,13.174074074074074
A,Solid Waste / Recycling,29.872,-95.499,3,2,0,4.818854166666667
A,Solid Waste / Recycling,29.872,-95.498,3,0,2,21.27117476851852
A,Solid Waste / Recycling,29.872,-95.488,3,1,1,10.030069444444445
I,Solid Waste / Recycling,29.739,-95.287,3,0,0,4.177048611111111
C,Water,29.824,-95.434,3,0,0,0.9887847222222222
C,Solid Waste / Recycling,29.741,-95.39,3,0,1,7.776180555555555
C,Solid Waste / Recycling,29.741,-95.389,3,0,2,16.885023148148147
C,Solid Waste / Recycling,29.742,-95.389,3,0,2,27.06547453703704
C,Solid Waste / Recycling,29.742,-95.386,3,0,2,20.14236111111111
C,Solid Waste / Recycling,29.742,-95.383,3,2,1,25.470439814814814
C,Solid Waste / Recycling,29.743,-95.407,3,1,1,38.26416666666667
C,Water,29.812,-95.396,3,0,0,0.2570254629629629
A,Solid Waste / Recycling,29.872,-95.46,3,0,0,0.0644907407407407
A,Solid Waste / Recycling,29.872,-95.459,3,1,1,17.133460648148148
A,Solid Waste / Recycling,29.872,-95.456,3,1,2,30.83866898148148
A,Solid Waste / Recycling,29.873,-95.457,3,1,1,19.257604166666667
A,Solid Waste / Recycling,29.874,-95.499,3,0,3,21.946851851851854
A,Solid Waste / Recycling,29.874,-95.456,3,2,1,20.786574074074075
A,Solid Waste / Recycling,29.875,-95.504,3,1,2,15.40861111111111
A,Solid Waste / Recycling,29.875,-95.484,3,0,3,32.40954861111111
A,Solid Waste / Recycling,29.876,-95.484,3,0,0,7.834560185185185
A,Solid Waste / Recycling,29.87,-95.495,3,0,1,13.929340277777778
A,Solid Waste / Recycling,29.87,-95.484,3,1,1,58.47802662037037
A,Solid Waste / Recycling,29.871,-95.473,3,1,2,14.846689814814816
I,Solid Waste / Recycling,29.746,-95.358,3,0,1,9.639155092592592
I,Solid Waste / Recycling,29.746,-95.352,3,0,2,42.97383680555555
I,Solid Waste / Recycling,29.746,-95.306,3,0,0,1.1585300925925923
I,Solid Waste / Recycling,29.743,-95.305,3,0,0,7.964016203703704
I,Solid Waste / Recycling,29.743,-95.301,3,1,1,9.32347800925926
I,Solid Waste / Recycling,29.744,-95.356,3,1,1,17.583206018518517
I,Solid Waste / Recycling,29.744,-95.306,3,0,1,0.5954976851851852
I,Solid Waste / Recycling,29.744,-95.302,3,0,2,20.71881944444445
I,Solid Waste / Recycling,29.744,-95.269,3,0,0,6.78630787037037
I,Solid Waste / Recycling,29.745,-95.269,3,0,1,2.0075
A,Solid Waste / Recycling,29.859,-95.472,3,1,0,2.2504050925925925
A,Solid Waste / Recycling,29.859,-95.467,3,1,0,9.624270833333334
A,Solid Waste / Recycling,29.872,-95.468,3,2,1,41.90016203703704
C,Water,29.804,-95.388,3,0,0,0.2567939814814814
C,Water,29.805,-95.417,3,0,0,0.0970023148148148
C,Water,29.805,-95.416,3,0,0,0.0786805555555555
C,Water,29.805,-95.411,3,0,0,0.0997106481481481
C,Water,29.806,-95.414,3,1,0,1.8022974537037038
C,Water,29.807,-95.417,3,0,0,0.2176157407407407
C,Water,29.807,-95.416,3,0,0,0.0797800925925926
C,Water,29.809,-95.429,3,0,0,0.0764930555555555
C,Water,29.809,-95.425,3,0,0,10.67925925925926
C,Water,29.81,-95.401,3,0,0,0.2732175925925926
C,Water,29.811,-95.423,3,0,0,0.0312847222222222
C,Water,29.811,-95.396,3,0,1,0.6789004629629629
A,Solid Waste / Recycling,29.867,-95.463,3,2,0,2.7916203703703704
A,Solid Waste / Recycling,29.869,-95.498,3,1,1,14.473055555555556
A,Solid Waste / Recycling,29.869,-95.497,3,1,1,25.1990625
A,Solid Waste / Recycling,29.869,-95.494,3,0,2,14.122881944444444
C,Water,29.794,-95.403,3,0,0,0.1230902777777777
C,Water,29.797,-95.414,3,0,0,3.335324074074074
C,Water,29.774,-95.406,3,0,0,0.6484375
I,Solid Waste / Recycling,29.747,-95.301,3,0,1,6.603564814814815
I,Solid Waste / Recycling,29.748,-95.301,3,0,0,6.924143518518519
A,Solid Waste / Recycling,29.853,-95.498,3,1,1,12.318917824074074
A,Solid Waste / Recycling,29.854,-95.541,3,3,0,
A,Solid Waste / Recycling,29.854,-95.5,3,0,1,1.0230787037037037
A,Solid Waste / Recycling,29.855,-95.544,3,0,0,7.5942592592592595
A,Solid Waste / Recycling,29.855,-95.53,3,2,0,11.693043981481482
A,Solid Waste / Recycling,29.857,-95.496,3,0,2,15.754930555555557
A,Solid Waste / Recycling,29.857,-95.466,3,1,0,0.8121990740740741
I,Solid Waste / Recycling,29.749,-95.348,3,0,0,5.7271932870370375
A,Solid Waste / Recycling,29.86,-95.47,3,1,0,10.82125
C,Water,29.802,-95.39,3,0,0,0.2261111111111111
C,Water,29.804,-95.411,3,0,0,0.8150347222222222
I,Solid Waste / Recycling,29.802,-95.229,3,2,0,4.044664351851852
I,Solid Waste / Recycling,29.809,-95.24,3,0,0,5.900648148148148
A,Solid Waste / Recycling,29.848,-95.541,3,0,1,9.05417824074074
A,Solid Waste / Recycling,29.848,-95.536,3,0,0,2.530289351851852
I,Solid Waste / Recycling,29.75,-95.348,3,0,3,28.674618055555555
I,Solid Waste / Recycling,29.777,-95.236,3,0,2,35.16398148148148
I,Solid Waste / Recycling,29.777,-95.229,3,0,0,7.743287037037038
I,Solid Waste / Recycling,29.781,-95.242,3,0,1,7.570034722222222
I,Solid Waste / Recycling,29.782,-95.223,3,1,2,24.757349537037037
I,Solid Waste / Recycling,29.783,-95.23,3,0,2,20.038923611111112
I,Solid Waste / Recycling,29.785,-95.228,3,1,1,8.177285879629629
I,Solid Waste / Recycling,29.746,-95.301,3,0,0,0.6783680555555556
C,Solid Waste / Recycling,29.743,-95.386,3,0,2,14.952997685185183
C,Solid Waste / Recycling,29.744,-95.403,3,0,0,2.968263888888889
C,Solid Waste / Recycling,29.744,-95.396,3,1,2,41.31938078703703
C,Solid Waste / Recycling,29.745,-95.401,3,1,1,14.820844907407409
C,Water,29.784,-95.405,3,0,0,0.0954629629629629
C,Water,29.787,-95.407,3,0,0,0.1047569444444444
C,Water,29.788,-95.409,3,0,0,0.101886574074074
C,Water,29.789,-95.409,3,0,0,0.1023148148148148
C,Water,29.789,-95.405,3,0,1,0.2494328703703703
C,Water,29.789,-95.391,3,0,1,10.250046296296295
C,Water,29.79,-95.414,3,0,0,0.0908217592592592
C,Water,29.791,-95.395,3,2,0,0.8632638888888889
C,Water,29.768,-95.406,3,0,1,1.0497106481481482
I,Solid Waste / Recycling,29.787,-95.228,3,1,1,9.085503472222223
I,Solid Waste / Recycling,29.795,-95.258,3,0,0,5.832511574074074
I,Solid Waste / Recycling,29.796,-95.256,3,2,1,28.95449074074074
I,Solid Waste / Recycling,29.797,-95.257,3,0,2,19.166278935185183
I,Solid Waste / Recycling,29.798,-95.264,3,0,1,3.052731481481481
I,Solid Waste / Recycling,29.799,-95.255,3,2,1,25.085358796296298
I,Solid Waste / Recycling,29.8,-95.255,3,0,3,144.8318287037037
C,Solid Waste / Recycling,29.746,-95.404,3,0,2,21.314756944444444
C,Water,29.771,-95.405,3,0,0,0.0055092592592592
C,Water,29.774,-95.423,3,0,0,0.2520023148148148
C,Water,29.756,-95.386,3,0,0,5.036672453703703
A,Solid Waste / Recycling,29.849,-95.544,3,1,0,6.510873842592593
A,Solid Waste / Recycling,29.849,-95.542,3,1,2,40.0427025462963
A,Solid Waste / Recycling,29.849,-95.467,3,1,0,7.694612268518519
A,Solid Waste / Recycling,29.85,-95.549,3,1,0,
A,Solid Waste / Recycling,29.851,-95.542,3,2,1,14.735694444444444
A,Solid Waste / Recycling,29.852,-95.544,3,2,0,0.0005208333333333
I,Solid Waste / Recycling,29.811,-95.24,3,1,0,5.779797453703704
I,Solid Waste / Recycling,29.816,-95.214,3,1,0,8.016828703703704
I,Solid Waste / Recycling,29.82,-95.212,3,2,0,1.9864814814814813
C,Water,29.774,-95.403,3,0,0,0.1677314814814814
C,Water,29.777,-95.41,3,0,0,3.3031828703703705
C,Water,29.784,-95.406,3,0,0,0.0925347222222222
I,Traffic Signals / Lighting,29.714,-95.295,3,1,0,3.5254629629629637
I,Traffic Signals / Lighting,29.716,-95.278,3,0,1,0.0145138888888888
I,Solid Waste / Recycling,29.822,-95.206,3,1,1,11.330734953703704
I,Solid Waste / Recycling,29.823,-95.206,3,1,1,16.404392361111107
I,Traffic Signals / Lighting,29.627,-95.267,3,0,1,27.885480324074074
I,Traffic Signals / Lighting,29.633,-95.242,3,0,1,9.014814814814814
I,Traffic Signals / Lighting,29.64,-95.289,3,0,1,0.8676736111111111
I,Traffic Signals / Lighting,29.676,-95.269,3,0,0,0.0083449074074074
I,Traffic Signals / Lighting,29.686,-95.277,3,1,0,3.3220717592592592
I,Traffic Signals / Lighting,29.692,-95.319,3,0,0,0.0067013888888888
I,Traffic Signals / Lighting,29.692,-95.299,3,0,0,0.5413888888888889
A,Solid Waste / Recycling,29.848,-95.468,3,1,0,5.208275462962963
C,Water,29.77,-95.397,3,0,0,0.2445717592592592
C,Solid Waste / Recycling,29.745,-95.383,3,0,2,17.692557870370372
C,Solid Waste / Recycling,29.745,-95.382,3,0,1,10.96400462962963
C,Solid Waste / Recycling,29.746,-95.407,3,0,2,16.674756944444443
A,Solid Waste / Recycling,29.843,-95.543,3,0,1,10.834733796296296
A,Solid Waste / Recycling,29.844,-95.484,3,1,0,4.8383969907407405
A,Solid Waste / Recycling,29.844,-95.478,3,0,1,5.038622685185185
I,Traffic Signals / Lighting,29.739,-95.266,3,1,0,0.00303240740740735
I,Traffic Signals / Lighting,29.74,-95.331,3,2,0,0.0011805555555555
I,Traffic Signals / Lighting,29.746,-95.305,3,0,0,0.6679976851851852
A,Solid Waste / Recycling,29.845,-95.539,3,0,0,2.911585648148148
A,Solid Waste / Recycling,29.845,-95.481,3,0,0,4.063831018518519
A,Solid Waste / Recycling,29.845,-95.469,3,2,0,3.842662037037037
A,Solid Waste / Recycling,29.845,-95.468,3,0,1,13.632361111111113
A,Solid Waste / Recycling,29.846,-95.549,3,2,1,29.01878472222222
A,Solid Waste / Recycling,29.846,-95.466,3,0,0,11.006655092592592
A,Solid Waste / Recycling,29.847,-95.547,3,1,0,0.0017824074074074
A,Solid Waste / Recycling,29.847,-95.47,3,2,0,12.830798611111112
A,Solid Waste / Recycling,29.847,-95.469,3,1,0,4.426608796296296
I,Traffic Signals / Lighting,29.713,-95.316,3,1,0,0.14709490740740735
A,Solid Waste / Recycling,29.833,-95.492,3,0,2,64.0033738425926
A,Solid Waste / Recycling,29.834,-95.556,3,0,3,24.847673611111112
A,Solid Waste / Recycling,29.834,-95.555,3,0,3,15.921226851851852
A,Solid Waste / Recycling,29.834,-95.548,3,0,1,7.582777777777777
A,Solid Waste / Recycling,29.835,-95.548,3,2,0,13.913310185185184
A,Solid Waste / Recycling,29.838,-95.544,3,0,1,26.80244212962963
A,Solid Waste / Recycling,29.838,-95.478,3,1,0,0.7688194444444444
A,Solid Waste / Recycling,29.839,-95.555,3,1,2,38.948559027777776
I,Traffic Signals / Lighting,29.756,-95.353,3,0,0,0.7077893518518519
I,Traffic Signals / Lighting,29.717,-95.28,3,2,0,0.021412037037037
I,Traffic Signals / Lighting,29.731,-95.286,3,0,0,2.6206365740740742
A,Solid Waste / Recycling,29.839,-95.477,3,0,0,4.805798611111111
A,Solid Waste / Recycling,29.839,-95.475,3,2,0,7.875127314814815
A,Solid Waste / Recycling,29.84,-95.549,3,1,1,25.213078703703705
A,Solid Waste / Recycling,29.84,-95.544,3,1,1,13.957887731481481
A,Solid Waste / Recycling,29.843,-95.553,3,0,0,6.258813657407408
C,Water,29.757,-95.39,3,1,0,0.5631597222222222
C,Water,29.757,-95.389,3,1,0,1.3908159722222222
C,Water,29.758,-95.4,3,1,0,3.122326388888889
C,Water,29.758,-95.39,3,0,0,0.9110532407407408
C,Water,29.758,-95.385,3,0,0,5.164375
C,Water,29.758,-95.381,3,0,0,0.0666550925925926
C,Water,29.764,-95.427,3,0,0,0.6353009259259259
C,Water,29.765,-95.404,3,0,0,0.0694444444444444
C,Water,29.766,-95.414,3,1,1,29.302118055555557
C,Water,29.766,-95.405,3,1,0,5.274097222222222
C,Water,29.767,-95.416,3,1,1,32.74784722222222
C,Water,29.768,-95.425,3,0,0,3.901724537037037
C,Solid Waste / Recycling,29.746,-95.383,3,0,2,22.12011574074074
I,Traffic Signals / Lighting,29.75,-95.367,3,0,1,13.897766203703704
I,Traffic Signals / Lighting,29.751,-95.371,3,0,1,8.895231481481481
I,Traffic Signals / Lighting,29.755,-95.355,3,0,0,3.668622685185185
C,Solid Waste / Recycling,29.747,-95.397,3,1,2,37.55574652777778
C,Solid Waste / Recycling,29.747,-95.389,3,0,1,17.03398148148148
C,Water,29.754,-95.394,3,1,0,0.1896817129629629
C,Water,29.755,-95.381,3,0,0,0.39383101851851854
C,Water,29.755,-95.38,3,0,0,0.7244212962962963
